Correct ratio 69%, Test chosen every fifth twit
"[('contains(bearish)', True), ('contains(downgraded)', True), ('contains(fed)', True), ('contains(puts)', True), ('contains(buyers)', True), ('contains(bulls)', True), ('contains(#gold)', True), ('contains(ask)', True), ('contains(records)', True), ('contains(includes)', True), ('contains(h&amp;s)', True), ('contains(gold)', True), ('contains(hedge)', True), ('contains(futures)', True), ('contains(apple)', True), ('contains(watchlist)', True), ('contains(goog)', True), ('contains(falling)', True), ('contains(kiss)', True), ('contains(pocket)', True), ('contains(results)', True), ('contains(cat)', True), ('contains(fda)', True), ('contains(likely)', True), ('contains(#forex)', True)]"
"$AAPL will have record #&#39;s, margin increase, and great guidance and the stock will still tank on ER.... be prepared",Bearish,Bullish,Wrong
$DSCO setting up really well on multiple timeframes,Bullish,Bullish,Correct
Movin On Up! $SPY $IWM $PLUG $KNDI more... http://stks.co/d06ql,Bullish,Bullish,Correct
"$CAMT looks like it may not be done, could get interesting thru 540",Bullish,Bullish,Correct
$PLUG I&#39;m pretty sure this analysis shows things turning around here... http://stks.co/i0Dct,Bullish,Bearish,Wrong
$AMZN SUPER BULLISH,Bullish,Bullish,Correct
$NFLX is looking great for a long once price fills that daily gap @ $334  http://stks.co/a093Z http://stks.co/a093a,Bullish,Bullish,Correct
$AAPL so as I said this morn (while everyboday panicked) I just hold my 250 shares and will sell 600 this montyh Plain simple,Bullish,Bullish,Correct
$scty cmon 70!! You can do it!!!,Bullish,Bearish,Wrong
"$AAPL Cook, said he&#39;s very confident of year-over-year growth and that underlying results are better than they appear http://stks.co/svb1",Bullish,Bullish,Correct
"$RNN I was looking for a stock to lose all my money in and came up with this one, I hope I am right",Bearish,Bearish,Correct
"$SBUX bot lod 2day, hammer says gap n go but macro saying no, we&#39;ll know rather quickly imo",Bullish,Bearish,Wrong
Swing Trading Watch-List: $JCI $KBH $LUK $OSK $WLT | SharePlanner http://stks.co/b03CU,Bullish,Bullish,Correct
The Watch-List for Shorting inludes $F $NOG $BBY $CE $AFL and more | SharePlanner http://stks.co/ppql,Bearish,Bullish,Wrong
The Week&#39;s Bearish Watch-List includes $AFL $AGO $BHP $NOV $NAV $NTAP $PDCE $MPW $HLX $CE and more http://stks.co/rrjH,Bearish,Bearish,Correct
SharePlanner Reversal Indicator: More Extremes | $SPX $STUDY http://stks.co/srpB,Bullish,Bullish,Correct
Today&#39;s Trading Plan: Hop in the Bounce House | $SPX $STUDY http://stks.co/i0DOm,Bullish,Bullish,Correct
"$CYTR Come on, CYTR..........Keep the Shorts at bay for one more day!!!!!!!",Bullish,Bullish,Correct
"$CYTR Roll bounce, rock skate, roll bounce, rock skate...CYTR simply makes you want to groove!!! Rock left, rock right, stay in the groove!",Bullish,Bearish,Wrong
$CYTR gave everyone a chance if they were thinking about getting in to get in.......Hope you got in because you may not get another chance!,Bullish,Bullish,Correct
$SCMP - a small biotech that actually has sales AND earnings!,Bullish,Bullish,Correct
$MWIV a thin name that has a beautiful look. When mkt rebounds this will take off to the races,Bullish,Bullish,Correct
&quot;@Safeguard: $SFE partner company Alverix acquired by $BDX for $40M; $SFE expects to realize $17.4M... http://stks.co/tpQL&quot;,Bullish,Bearish,Wrong
&quot;@Shell: Live webcast of Shell Q413 results to go live in 20 mins. Join on http://stks.co/g0EFK or via Shell mobile app $RDSA&quot;,Bullish,Bullish,Correct
$RXII Did some research on this. The largest shareholders are $opk and $gale. Going up,Bullish,Bullish,Correct
$AAPL Follow the sentiment. Near 70 it jumps. Rise into earning from here could be possible.,Bullish,Bullish,Correct
"$AAPL target 420,holding short",Bearish,Bearish,Correct
$JCP When comes to analysts I&#39;ll stick with Dana Tesley. She is the Sheila Bair of Retail. The rest or just talking heads.,Bullish,Bullish,Correct
$FB and $JCP gave me hope in the markets today. Everything else is just crapped out for the week. Hope this correction ends soon. Gezz!!,Bullish,Bearish,Wrong
$ARIA $2.50 and long!,Bullish,Bullish,Correct
"$ARIA Just being honest, I didn&#39;t even like the new people here. Glad there gone",Bullish,Bullish,Correct
$CAMT Big weekend news!,Bullish,Bearish,Wrong
$IDRA big test here - double top - looking for it to become a triple top breakout,Bullish,Bullish,Correct
&quot;@lorenzorusso: &quot;$IPCI WAITING FOR NEWS AFTER CLOSING. Stacks of approvals on FDA&#39;S plate...Lets go everybody...MASSIVE BUYING!&quot;&quot;&quot;,Bullish,Bullish,Correct
"If $AAPL buys $BBRY secured msg &amp; enterprise biz, it will have a lead over $GOOG android.  IMO.",Bullish,Bullish,Correct
&quot;@vanhalenboss: $BBRY Snapchat the victim of major cyber attack. http://stks.co/qocn&quot; That&#39;s why entprse &amp; gov trusts $BBRY.,Bullish,Bullish,Correct
"@JakeQ @ZMobile $BBRY Chen will be meeting with Jefferies.  Maybe, the big boys will make the bold move it needs.",Bullish,Bullish,Correct
$BBRY CES2014 is fill with tech investors and fund managers. Money is flowing into BB imo.,Bullish,Bullish,Correct
