Correct ratio 70%, Test chosen as every third twit

$aapl Just nasty! woof! woof!,Bearish,Bullish,Wrong
$NFLX adding puts on this dead cat,Bearish,Bearish,Correct
$nflx Not looking good for poor ole Netflix. It has inflicted some serious damage to its chart http://stks.co/tpum,Bearish,Bullish,Wrong
$NFLX  no reason at all to own it here,Bearish,Bullish,Wrong
Woof! Woof! $AAPL,Bearish,Bullish,Wrong
"In my opinion, investors will use a bounce tomorrow (gap up) as an opportunity to take some profits. Fear is in control $spy $qqq $DIA",Bearish,Bullish,Wrong
All stocks going out at the HIGHS! BTFD is back!!&#39; $spy $twtr $goog $fb $lnkd,Bullish,Bullish,Correct
60 as support will not break for longer than a handful of minutes $TWTR,Bullish,Bearish,Wrong
$TWTR GO BABY GO! This is even BETTER than I expected!! up 3% and CLIMBING. (up 10% tomorrow?!) its possible,Bullish,Bearish,Wrong
Calling a 65 close tomorrow for the bird $twtr About to BTFO (Break The F*$% Out) http://stks.co/d0ALu,Bullish,Bullish,Correct
$PAL I&#39;m not selling this is trending up and has no where to go but up,Bullish,Bullish,Correct
$SNDK BO with $MU,Bullish,Bullish,Correct
$RFMD closed above 4.8 Morning Star Doji Bullish reversal coming on nearly 3x Avg Vol Lots of trading at these low prices.,Bullish,Bullish,Correct
$PLUG Can&#39;t wait for the pull back. Lures set at 1.85 and 1.75 respectively!,Bullish,Bearish,Wrong
$ARIA What&#39;s the big news? Saw a substantial increase today lol,Bullish,Bearish,Wrong
$ACST Lets go !!!,Bullish,Bullish,Correct
"$ARIA G&#39;d nite lads, pub is closed",Bullish,Bullish,Correct
$RNN Added 5K  for monday 1.20s,Bullish,Bearish,Wrong
$THM Keeps going up up up! I love it!,Bullish,Bearish,Wrong
Crazy trade idea: long $LUNA 1.48 tight stop,Bullish,Bullish,Correct
$REGN NICE!,Bullish,Bullish,Correct
$DDD The fact that DDD has transformation technology won&#39;t ever make you money. Remember that,Bearish,Bearish,Correct
$PAY Great stock to own in 2014. Security will be more tighten after $TGT breach,Bullish,Bullish,Correct
$FRO has significant leverage continued improvement in day rates will enable them to successfully manage their balance sheet,Bullish,Bearish,Wrong
"@BeyondPale It&#39;s just their quarter guidance.... Results will be out on Jan 24. 
Long $AAPL",Bullish,Bearish,Wrong
$AAPL,Bullish,Bullish,Correct
$TSLA,Bullish,Bullish,Correct
@Afortyyearold That&#39;s why I own $AAPL!! It is about to go higher shortly and longer term will continue to go higher!! Long $TSLA $AAPL$AAL,Bullish,Bullish,Correct
$AAPL,Bullish,Bullish,Correct
$FB,Bullish,Bullish,Correct
$LNKD going to fall like $ANGI just did...,Bearish,Bearish,Correct
"$LNKD Loaded $200 puts for about .30 average, I think she is under $200 by tomorrow!",Bearish,Bullish,Wrong
"$LNKD Turning nice and red here, I want that $200 test bad!",Bearish,Bullish,Wrong
"$QQQ i couldn&#39;t be anymore short this market, I have Puts in $LVS $IBM $CAT $NUS $STSI and $MGM, it&#39;s not 2013 anymore Dorothy!",Bearish,Bearish,Correct
$MGM the register continues to be rung near $24...,Bearish,Bearish,Correct
"$QQQ $SPY the buy every dip mentality is officially over, Welcome to a new game for 2014!",Bearish,Bullish,Wrong
@spam0cal I&#39;m short everything but $NFLX damn it! $CAT $LVS $IBM $BTU all look like excellent shorts to me!,Bearish,Bullish,Wrong
$UNG new LOD...,Bearish,Bullish,Wrong
@soopy9 $UNG even more obvious now!,Bearish,Bearish,Correct
"$STSI CC tomorrow, wouldn&#39;t be surprised to see the rug completely pulled out from under shareholders!",Bearish,Bearish,Correct
$HAL somebody nailed next week&#39;s Jan $52 calls at the open...,Bullish,Bearish,Wrong
"$SLB through the 50 day MA, going to retest the recent highs into earnings on Friday!",Bullish,Bullish,Correct
$HAL Goldman recommends holding $HAL and $SLB into Earnings! I like it! $52 calls one day left Do It!,Bullish,Bullish,Correct
"$HLF and $NUS why hold these garbage companies over the long weekend, just Stupid imo!",Bearish,Bearish,Correct
$HLF $NUS who wants to be long over the Weekend? I look for another Unloading today! Just Watch!,Bearish,Bullish,Wrong
"$HLF Longs are waving the White Flag, sell now before she is back down to $50 next week... Icahn will sell!",Bearish,Bearish,Correct
"$SLM nice cal $GS, Unlock value my ass, looks more like it might collapse the dark side of the business!",Bearish,Bullish,Wrong
"$STSI Newsweek Article, the Funny Money behind... http://stks.co/d09Zn",Bearish,Bullish,Wrong
$LULU looking very weak $45 may not hold...,Bearish,Bullish,Wrong
$TWTR Good reading...http://www.sec.gov/Archives/edgar/data/1418091/000119312513431301/d564001d424b4.htm#toc564001_1,Bearish,Bullish,Wrong
"$SSN , up in after hours,reporting on those new Wells should be soon,and Rep. Senaters, pushing for XL Pipeline  per news, ......GOOD NEWS..",Bullish,Bullish,Correct
$RNN big lots again on the Bid,Bullish,Bearish,Wrong
$PPHM RECEIVES FDA FAST TRACK DESIGNATION FOR ITS IMMUNOTHERAPY BAVITUXIMAB AS A POTENTIAL TREATMENT OF 2nd-LINE NON-SMALL CELL LUNG CANCER,Bullish,Bullish,Correct
$AAPL $560 EOD,Bullish,Bullish,Correct
$GLUU i think it will move now again to 4.20,Bullish,Bearish,Wrong
$GLUU before ER it will be higher than 5,Bullish,Bullish,Correct
$RNN Company is initiating phase 2b.  You don&#39;t initiate unless you had good results before!,Bullish,Bullish,Correct
Number of $FB users is expected to rise as more people in emerging economies go online via mobile. $FB may reach 2 billion users.india/china,Bullish,Bearish,Wrong
"$AVNR &quot;Houston,we have No problem&quot;.....ready for take off",Bullish,Bullish,Correct
$ARIA  New money from Mutual funds... Evryone knows it&#39;s going up,Bullish,Bullish,Correct
"$RNN THE NEW 38-40 RANGE has been detected, it is now 103-107 range. but when she pops... STAND BACK.. I&#39;m all inn this one Ditto $ELTP IMHO",Bullish,Bullish,Correct
$AAPL Little update: weekly MACD has turned back positive after today&#39;s action so far.,Bullish,Bullish,Correct
"&quot;@RobertinGatos: &quot;@BGBB: $AAPL/ Transiting Korea KE gate to China See 80% Iphone, IPad Mac no SamsungTHX!&quot;/ Following the $AAPL money trail",Bullish,Bullish,Correct
"Just when I said I&#39;d go long on $LIVE I didn&#39;t... pumped and dumped, took some nice meat. #wheresthebeef Time for re-entry.",Bullish,Bullish,Correct
@Toqeer @MrPatrickBateman You might be surprised... this consolidation all day gets a lot of attention from those looking for breakouts $RNN,Bullish,Bullish,Correct
"$ABTL up 4.94% today, my bad. my platform is giving me bad info",Bullish,Bearish,Wrong
$CNAT this one is soooo primed and ready for a breakout. I&#39;m in like flynn at $11.20 holding at least until tomorrow. Also in on $TWTR 62.56,Bullish,Bullish,Correct
$ARIA coilage consolidationage then boomage northage,Bullish,Bullish,Correct
"$ANTH This no news when It was supposed to come out last month sucks, but I have seen this happen before with kerx then exploded.",Bullish,Bullish,Correct
$BGMD @Sven_M Nothing like a Bull Market I always.,Bullish,Bullish,Correct
$BGMD Galectin-3 blood test is a very useful diagnostic procedure.,Bullish,Bearish,Wrong
$UNXL The way I read the NR..Jtouch &amp; Kingsbury will be using $UNXL&#39;s tech @ Kodak/UNXL&#39;s Rochester mfng facility.,Bullish,Bullish,Correct
$UNXL Spoke to Kodak IR this aftn.They stated that they are partnered with a # of tchnlogies.Jtouch being 1 of many. $UNXL is a valued prtnr,Bullish,Bearish,Wrong
$LQDT @Stock_Hunter Always a good idea to preserve capital.,Bullish,Bearish,Wrong
$BGMD Q4 = mid March..........Q1 = early May Aproximate.,Bullish,Bullish,Correct
$ATHM momentum will just take a little more time.,Bullish,Bullish,Correct
"$PLUG deja vu; this news looks familiar, that&#39;s ok, recycle the news for more $, i&#39;m cool with that",Bullish,Bullish,Correct
"$LULU wow, we were all right for once",Bullish,Bearish,Wrong
"$TWTR Back in puts on this. Cannot see this climbing much higher, huge dilution down the road. Why buy high now?",Bearish,Bullish,Wrong
$TWTR Not a lot of support underneath $55.,Bearish,Bullish,Wrong
$SLV Bought March $19 calls. Should be safe.,Bullish,Bullish,Correct
$TSLA Chiese market will take it to $250 easily. My Chiese friends are all drolling about TSLA. Bee surprised to see how many they can sell,Bullish,Bullish,Correct
$TSO same ol&#39; same ol&#39;... bought more... this consolidation is very frustrating.,Bullish,Bullish,Correct
$EEM $BKF $XLU $IYR... interest rate sensitive sectors getting a big boost today. Relief rally. BRICs remain the most undervalued mkts IMO,Bullish,Bearish,Wrong
$MSTX We&#39;ve got a runner here!!!! Long 15k @ .74...I expect gap up and run more tomorrow..,Bullish,Bullish,Correct
$TSLA You mess with the MUSK you&#39;ll get the TUSK...,Bullish,Bullish,Correct
$INO Not only are they covering...but I&#39;ll bet you they will reverse position and go LONG now..only propelling the stock more. Patience :),Bullish,Bearish,Wrong
Watchlist for Tuesday Jan. 21st - $INO (breakout) $DCTH (bottom) $SLV (bottom) $AMD (big ER) $PSTI (big data) $HAL (ER) $BBY (wait 4 bottom),Bullish,Bullish,Correct
Holding $INO $FITX (pot breakout today) $CVM (re-entered looking for $1 breakout) - Watching $DCTH $RNN $KOOL $ELTP $PRAN $SLV etc,Bullish,Bullish,Correct
Current Long - $INO (breakout/data/undervalued) $AAPL (ER/Undervalued) $FITX (Momo/partner/license) - Watching $RNN $DMND $SLV $EWW $CVM etc,Bullish,Bullish,Correct
"Purchased these stocks for my parents portfolio in 2013, check my performance - $INO $UA $S $SNE $AMD $SWHC - All big winners. DD = Success",Bullish,Bullish,Correct
$IMRS on the way back to $3,Bullish,Bullish,Correct
$OXBT Looks like it could move well past $8 and possibly test $11+ high in November,Bullish,Bullish,Correct
$RNN something&#39;s going to be announced! Get in while it&#39;s still low! $1 soon,Bullish,Bullish,Correct
$RNN this is the big boys bringing the price down before a big announcement. Seen it many times.,Bullish,Bearish,Wrong
$DDD will see 80 for sure.....possibly into 70&#39;s,Bearish,Bullish,Wrong
$KNDI Powered back Tuesday from 10.85 and almost hit 12.  Very bullish. Close 11.80. That &#39;gap fill&#39; might be done - no one knows for sure,Bullish,Bullish,Correct
&quot;@a5hi: $KNDI pps  could surpass $TSLA within 2 yrs.&quot; http://stks.co/e05tS Yes it could happen.,Bullish,Bearish,Wrong
"$KNDI China Dec. EV Prod #s out. KNDI-Geely captures 42% of all EVs with 2,618 for Dec. Alone. Google Translate. http://stks.co/b06Hx",Bullish,Bullish,Correct
@petetrade $KNDI you know that is what I think. This 20DMA stuff has not happened yet for traders and they continue to chase.,Bullish,Bearish,Wrong
@luvngspnful $KNDI Change of ownership brings Shanghai into play - where there JV partner &amp; the owners of Volvo - Geely is based.,Bullish,Bullish,Correct
&quot;@Jeff12406: $KNDI http://stks.co/tvGc&quot; TSLA not included in large China EV Subsidies in Beijing.,Bullish,Bearish,Wrong
$KO Nice bounce from trend line. Might be a good short term play (a week max)  http://stks.co/prsS,Bullish,Bearish,Wrong
$AMBA Showing strength on weak market,Bullish,Bullish,Correct
$VRNG  Obama to mention $VRNG v $GOOG in his speech tonight...,Bullish,Bearish,Wrong
$PCLN trading below 50 dma,Bearish,Bearish,Correct
$SPY Next stop 180ish then its down to the 171-173 area !!,Bearish,Bullish,Wrong
$RNN pump n dump,Bearish,Bearish,Correct
"$SIGM lots of potential. no position,... yet. hit that 200ma. http://stks.co/b0609",Bullish,Bearish,Wrong
"$TWTR $FB 18% of online adults use Twitter, up from 16% a year ago. http://stks.co/g06ra",Bullish,Bearish,Wrong
$TWTR Twitter stock reminds me of when I first tasted ice cream I wanted more and more and more!,Bullish,Bearish,Wrong
$RFMD http://stks.co/tvO5,Bullish,Bullish,Correct
"@Sal104 Since I own $HIMX I feel like you work for me. VP of advertising, social networking and sales rolled into one. you deserve a raise.",Bullish,Bullish,Correct
$AMD Their website states ER due at 2:30PST. That&#39;s in 12min.... Wonder why there&#39;s a delay and I need to pee so badly...,Bullish,Bearish,Wrong
$ARIA will provide an overview of the company&#39;s business on Jan. 14th.expecting renewed interest once investors are updated on its progress.,Bullish,Bullish,Correct
"$RAD someone bought 447,810k shares @  $ 5.6813 in A/H ... that is a great sign to predict tomorrow&#39;s movement for RAD.",Bullish,Bullish,Correct
$KNDI still stronger and more buying volume at or above the ask with no major predicted res until 14.85. support test was good to see,Bullish,Bullish,Correct
$KNDI and even bigger 2014 on road to 50&#39;s,Bullish,Bearish,Wrong
$VRNG the court has vindicated Vringo&#39;s 20.9% (as opposed to GOOG attempt to move the decimal point and knock it down to 2.9%),Bullish,Bearish,Wrong
&quot;@Roses_Wilting: $FSLR Sell by Goldman. $KNDI buy on JV by Goldman.  This years FSLR could be KNDI.&quot;,Bullish,Bullish,Correct
$SEED with no major res until 3.19 I&#39;d much rather get in here  mid 2&#39;s with chance to break 3.19 while VRS is topped out,Bullish,Bearish,Wrong
$GALE resting before next leg and new hod,Bullish,Bullish,Correct
$KNDI Technologies 3D Animation of Their EV Vertical Parking Garag http://stks.co/g08bh,Bullish,Bullish,Correct
$CLVS say what you want that it was a bull trap and b lah balh. fact is its not a chase not up big only 12%. low risk  high reward big gap,Bullish,Bearish,Wrong
$KNDI tomorrow back to the 14&#39;s,Bullish,Bullish,Correct
$AMRN next stop 2.74 but overall on its way back to 7&#39;s,Bullish,Bullish,Correct
looks like $KNDI $AMRN $PLUG are going to be in play as 3 of the best longs #KAP,Bullish,Bullish,Correct
"$KNDI tsla is better china sucks,. warrants blah blah. EV sucks. ATVs?",Bearish,Bullish,Wrong
@ffexts $KNDI already has Joint Venture w/ Leading Domestic Battery Maker &amp; Power Co. to Create China&#39;s 1st Battery Rental &amp; Replacement Co.,Bullish,Bearish,Wrong
"$AMRN EPA shown to benefit attention deficit/hyperactivity disorder ($ADHD), autism, dyspraxia, &amp; dyslexia",Bullish,Bullish,Correct
$KOOL wow closed above 2.25,Bullish,Bullish,Correct
"heart health, can have detrimental effects on your heart. $AMRN",Bearish,Bearish,Correct
$VRNG DistrictCourt judge able to do in 1 day what JudgeJackson was unable to do in 2 yrs. Still think hes not paid off? even FDA is. $AMRN,Bullish,Bearish,Wrong
$VRNG 1pm EST settlement conference in 20 min. how long will it take ot justpayup. shouldnt take more then 15 min but goog will draw it out,Bullish,Bullish,Correct
$VRNG has no major rpedicted res until 4.76,Bullish,Bearish,Wrong
I&#39;m in $ARIA but feel there is more reward in riding $AMRN up as the next to go from 2 to 7&#39;s then $ARIA already in 7&#39;s,Bullish,Bullish,Correct
You really think $PFE is going to let $AZN win the combo statin war? PFE needs a combo. $AMRN best in class only choice #anygivenweekend,Bullish,Bullish,Correct
In other words this china macro news which doesn&#39;t actually even affect $KNDI created a rare gift pullback add op Fri.. back to 15&#39;s this wk,Bullish,Bullish,Correct
$KOOL  &quot;highly encouraged with the potential for this therapy to perform a curative treatment for CLI and a very large market opportunity&quot;,Bullish,Bullish,Correct
$KOOL results show additional treamtents  improve condition even more. patients were thrileed with results with their limb saved &amp; walking,Bullish,Bullish,Correct
"$KOOL with all good news in the cc and some exciting ground breaking results revealed, this should at least go back to todays hod 2.80",Bullish,Bullish,Correct
@investbyads a/h drop is so overdone on a beat especially that it may be back to 550 by 930am opening bell after pre market bear trap $AAPL,Bullish,Bearish,Wrong
$GOOG appeal will be deined $VRNG justice will be served for once,Bullish,Bearish,Wrong
"$VRNG lol now no position trolss say 2ndar, heh, already debunked. what  a loser",Bullish,Bearish,Wrong
$VRNG still dont see what the a/h trades were in first 11 min of a/h but from 4:11 tp 4:17 halt it was 4.50 to 4.77.,Bullish,Bearish,Wrong
$VRNG OptionsNoob has 100k worth of shares about to be worth double,Bullish,Bullish,Correct
$VRNG lets get ready to ruuuuuuumble! all longs on deck set buy stops above at intervals to add to your gains now while u can,Bullish,Bullish,Correct
$VRNG The 6.5% royalty ruling is more than double the price of the entire Company. Clearly there is huge upside in this stock.,Bullish,Bearish,Wrong
$VRNG and once it does go higher and then you believe it its not going to give you another chance at these prices thats why DD. the math,Bullish,Bullish,Correct
"$VRNG poipnt is these guys have no clue what they are ouching about, have no position and just go on popular stocks/threads and antagonize",Bullish,Bullish,Correct
Obama will not be able to help $GOOG no matter how much they paid him.He will have to disassociate from goog &amp; back inventor Ken Lang $VRNG,Bullish,Bearish,Wrong
$VRNG Goog rejected yet again,Bullish,Bearish,Wrong
$VRNG couldn&#39;t even get filled at 4.20,Bullish,Bullish,Correct
$VRNG release the Kraken to 6&#39;s?,Bullish,Bullish,Correct
"$NSPR well, we were green! not tomorrow, but I hope soon. GL friends",Bullish,Bullish,Correct
"$NSPR starting to like it again, but it is NSPR, mostly a longer play. GL everyone http://stks.co/d041j",Bullish,Bullish,Correct
"$NSPR Guys 2.90 is not bad, remember ppl said we are going to 2.20s! Patience",Bullish,Bullish,Correct
